Month,Judet Destinatar OPS,Categorie Cerc Livrare,Localitate Destinatar,Tip Trimitere,Colet eligibil locker,Nr Total AWB
01,Iasi,Cerc 3,Parcovaci,Negre,Da,8
01,Buzau,Cerc 3,Pardosi,Negre,Da,1
01,Prahova,Cerc 1,Parepa-Rusani,Negre,Da,4
01,Bacau,Cerc 3,Pargaresti,Negre,Da,4
01,Suceava,Cerc 1,Parhauti,Negre,Da,4
01,Bihor,Cerc 1,Parhida,Negre,Da,4
01,Bacau,Cerc 1,Parincea,Negre,Da,11
01,Bacau,Cerc 1,Parjol,Negre,Da,4
01,Arad,Cerc 3,Parnesti,Negre,Da,1
01,Vaslui,Cerc 1,Parpanita,Negre,Da,1
01,Buzau,Cerc 1,Parscov,Negre,Da,19
01,Olt,Cerc 1,Parscoveni,Negre,Da,13
01,Timis,Cerc 1,Parta,Negre,Da,67
01,Suceava,Cerc 1,Partestii de Jos,Negre,Da,8
01,Suceava,Cerc 1,Partestii de Sus,Negre,Da,31
01,Timis,Cerc 3,Partos,Negre,Da,1
01,Timis,Cerc 1,Paru,Negre,Da,2
01,Bistrita-Nasaud,Cerc 3,Parva,Negre,Da,12
01,Caras-Severin,Cerc 3,Parvova,Negre,Da,3
01,Bacau,Cerc 3,Parvulesti,Negre,Da,1
01,Bucuresti & Ilfov,Resedinta,Pasarea,Negre,Da,8
01,Calarasi,Cerc 1,Pasarea,Negre,Da,1
01,Mures,Cerc 1,Pasareni,Negre,Da,9
01,Iasi,Cerc 1,Pascani,Negre,Da,687
01,Neamt,Cerc 1,Pastraveni,Negre,Da,10
01,Satu Mare,Cerc 3,Pasunea Mare,Negre,Da,1
01,Nógrád,Resedinta,Pásztó,Negre,Da,4
01,Nógrád,Resedinta,"Pásztó, Hasznos",Negre,Da,1
01,Cluj,Cerc 3,Pata,Negre,Da,9
01,Nógrád,Resedinta,Patak,Negre,Da,1
01,Neamt,Cerc 1,Pataligeni,Negre,Da,4
01,Buzau,Cerc 1,Patarlagele,Negre,Da,146
01,Caras-Severin,Cerc 3,Patas,Negre,Da,2
01,Fejér,Resedinta,Pátka,Negre,Da,1
01,Suceava,Cerc 1,Patrauti,Negre,Da,13
01,Neamt,Cerc 1,Patricheni,Negre,Da,2
01,Dambovita,Cerc 1,Patroaia-Deal,Negre,Da,1
01,Dambovita,Cerc 1,Patroaia-Vale,Negre,Da,2
01,Szabolcs-Szatmár-Bereg,Resedinta,Pátroha,Negre,Da,2
01,Ialomita,Cerc 3,Patru Frati,Negre,Da,1
01,Mehedinti,Cerc 3,Patulele,Negre,Da,9
01,Arges,Cerc 1,Patuleni,Negre,Da,4
01,Pest,Resedinta,Páty,Negre,Da,15
01,Szabolcs-Szatmár-Bereg,Resedinta,Pátyod,Negre,Da,2
01,Sibiu,Cerc 3,Pauca,Negre,Da,2
01,Sibiu,Cerc 1,Paucea,Negre,Da,2
01,Mures,Cerc 1,Paucisoara,Negre,Da,1
01,Teleorman,Cerc 1,Pauleasca,Negre,Da,1
01,Arges,Cerc 3,Pauleasca,Negre,Da,1
01,Harghita,Cerc 3,Pauleni,Negre,Da,2
01,Harghita,Cerc 1,Pauleni-Ciuc,Negre,Da,1
01,Prahova,Cerc 1,Paulesti,Negre,Da,359
01,Satu Mare,Cerc 1,Paulesti,Negre,Da,37
01,Vrancea,Cerc 3,Paulesti,Negre,Da,7
01,Bihor,Cerc 1,Paulesti,Negre,Da,1
01,Prahova,Cerc 1,Paulestii Noi,Negre,Da,9
01,Satu Mare,Cerc 1,Paulian,Negre,Da,2
01,Arad,Cerc 1,Paulis,Negre,Da,10
01,Iasi,Cerc 1,Paun,Negre,Da,14
01,Botosani,Cerc 1,Paun,Negre,Da,1
01,Vrancea,Cerc 1,Paunesti,Negre,Da,42
01,Valcea,Cerc 1,Pausa,Negre,Da,2
01,Bihor,Cerc 1,Pausa,Negre,Da,1
01,Iasi,Cerc 1,Pausesti,Negre,Da,9
01,Valcea,Cerc 1,Pausesti-Maglasi,Negre,Da,45
01,Valcea,Cerc 1,Pausesti-Otasau,Negre,Da,4
01,Vrancea,Cerc 3,Pavalari,Negre,Da,1
01,Fejér,Resedinta,Pázmánd,Negre,Da,1
01,Salaj,Cerc 1,Peceiu,Negre,Da,2
01,Pest,Resedinta,Pécel,Negre,Da,14
01,Tulcea,Cerc 3,Peceneaga,Negre,Da,9
01,Galati,Cerc 1,Pechea,Negre,Da,146
01,Arad,Cerc 1,Pecica,Negre,Da,207
01,Constanta,Cerc 1,Pecineaga,Negre,Da,63
01,Timis,Cerc 3,Peciu Nou,Negre,Da,95
01,Baranya,Resedinta,Pécs,Negre,Da,138
01,Veszprém,Resedinta,Pécsely,Negre,Da,1
01,Vaslui,Cerc 3,Peicani,Negre,Da,4
01,Satu Mare,Cerc 1,Peles,Negre,Da,1
01,Sibiu,Cerc 3,Pelisor,Negre,Da,1
01,Szabolcs-Szatmár-Bereg,Resedinta,Penyige,Negre,Da,1
01,Győr-Moson-Sopron,Resedinta,Pér,Negre,Da,1
01,Arad,Cerc 1,Peregu Mare,Negre,Da,6
01,Arad,Cerc 1,Peregu Mic,Negre,Da,6
01,Teleorman,Cerc 1,Peretu,Negre,Da,81
01,Timis,Cerc 3,Periam,Negre,Da,98
01,Salaj,Cerc 1,Pericei,Negre,Da,20
01,Vaslui,Cerc 1,Perieni,Negre,Da,12
01,Iasi,Cerc 1,Perieni,Negre,Da,3
01,Olt,Cerc 1,Perieti,Negre,Da,7
01,Ialomita,Cerc 1,Perieti,Negre,Da,5
01,Teleorman,Cerc 1,Perii Brosteni,Negre,Da,8
01,Bucuresti & Ilfov,Cerc 1,Peris,Negre,Da,265
01,Mures,Cerc 1,Peris,Negre,Da,7
01,Valcea,Cerc 3,Perisani,Negre,Da,5
01,Dolj,Cerc 1,Perisor,Negre,Da,10
01,Calarasi,Cerc 1,Perisoru,Negre,Da,72
01,Braila,Cerc 3,Perisoru,Negre,Da,3
01,West Athens,Resedinta,Peristeri,Negre,Da,2
01,Fejér,Resedinta,Perkáta,Negre,Da,3
01,Borsod-Abaúj-Zemplén,Resedinta,Perkupa,Negre,Da,1
01,Pest,Resedinta,Perocsény,Negre,Da,1
01,Brasov,Cerc 3,Persani,Negre,Da,5
01,Dambovita,Cerc 1,Persinari,Negre,Da,8
01,Prahova,Cerc 3,Persunari,Negre,Da,2
01,Timis,Cerc 3,Pesac,Negre,Da,13
01,Olt,Cerc 3,Pescaresti,Negre,Da,2
01,Arad,Cerc 3,Pescari,Negre,Da,2
01,Valcea,Cerc 3,Pesceana,Negre,Da,2
01,Hunedoara,Cerc 3,Pesteana,Negre,Da,3
01,Gorj,Cerc 1,Pesteana de Jos,Negre,Da,3
01,Gorj,Cerc 1,Pesteana-Jiu,Negre,Da,5
01,Constanta,Cerc 3,Pestera,Negre,Da,8
01,Bihor,Cerc 1,Pestere,Negre,Da,1
01,Caras-Severin,Cerc 3,Pestere,Negre,Da,1
01,Bihor,Cerc 1,Pestis,Negre,Da,1
01,Gorj,Cerc 1,Pestisani,Negre,Da,4
01,Hunedoara,Cerc 1,Pestisu Mare,Negre,Da,6
01,Hunedoara,Cerc 1,Pestisu Mic,Negre,Da,1
01,Olt,Cerc 1,Pestra,Negre,Da,3
01,Olt,Cerc 1,Petculesti,Negre,Da,1
01,Mures,Cerc 1,Petea,Negre,Da,1
01,Satu Mare,Cerc 1,Petea,Negre,Da,1
01,Harghita,Cerc 3,Petecu,Negre,Da,1
01,Mures,Cerc 1,Petelea,Negre,Da,13
01,Maramures,Cerc 3,Peteritea,Negre,Da,1
01,Heves,Resedinta,Pétervására,Negre,Da,1
01,Suceava,Cerc 1,Petia,Negre,Da,6
01,Bihor,Cerc 3,Petid,Negre,Da,4
01,Satu Mare,Cerc 1,Petin,Negre,Da,2
01,Caras-Severin,Cerc 3,Petnic,Negre,Da,3
01,Bucuresti & Ilfov,Resedinta,Petrachioaia,Negre,Da,73
01,Bihor,Cerc 3,Petrani,Negre,Da,1
01,Bihor,Cerc 3,Petreasa,Negre,Da,1
01,Hunedoara,Cerc 1,Petreni,Negre,Da,2
01,Harghita,Cerc 3,Petreni,Negre,Da,2
01,Bucuresti & Ilfov,Resedinta,Petresti,Negre,Da,116
01,Alba,Cerc 1,Petresti,Negre,Da,88
01,Vrancea,Cerc 1,Petresti,Negre,Da,13
01,Dambovita,Cerc 1,Petresti,Negre,Da,6
01,Bacau,Cerc 1,Petresti,Negre,Da,4
01,Cluj,Cerc 1,Petresti,Negre,Da,4
01,Dambovita,Cerc 3,Petresti,Negre,Da,4
01,Arges,Cerc 1,Petresti,Negre,Da,3
01,Gorj,Cerc 1,Petresti,Negre,Da,2
01,Satu Mare,Cerc 3,Petresti,Negre,Da,2
01,Cluj,Cerc 1,Petrestii de Jos,Negre,Da,5
01,Cluj,Cerc 1,Petrestii de Mijloc,Negre,Da,1
01,Bihor,Cerc 1,Petreu,Negre,Da,5
01,Neamt,Cerc 1,Petricani,Negre,Da,23
01,Botosani,Cerc 1,Petricani,Negre,Da,2
01,Covasna,Cerc 1,Petriceni,Negre,Da,6
01,Bacau,Cerc 1,Petricica,Negre,Da,1
01,Hunedoara,Cerc 1,Petrila,Negre,Da,293
01,Mures,Cerc 1,Petrilaca de Mures,Negre,Da,1
01,Caras-Severin,Cerc 3,Petrilova,Negre,Da,2
01,Salaj,Cerc 3,Petrindu,Negre,Da,1
01,Bistrita-Nasaud,Cerc 1,Petris,Negre,Da,3
01,Arad,Cerc 3,Petris,Negre,Da,3
01,Mehedinti,Cerc 1,Petris,Negre,Da,1
01,Alba,Cerc 1,Petrisat,Negre,Da,6
01,Buzau,Cerc 3,Petrisoru,Negre,Da,2
01,Timis,Cerc 1,Petroasa Mare,Negre,Da,1
01,Timis,Cerc 3,Petroman,Negre,Da,5
01,Hunedoara,Resedinta,Petrosani,Negre,Da,660
01,Constanta,Cerc 3,Petrosani,Negre,Da,6
01,Iasi,Cerc 3,Petrosica,Negre,Da,1
01,Caras-Severin,Cerc 3,Petrosnita,Negre,Da,6
01,Maramures,Cerc 3,Petrova,Negre,Da,20
01,Timis,Cerc 1,Petrovaselo,Negre,Da,3
01,Neamt,Cerc 3,Petru Voda,Negre,Da,4
01,Alba,Cerc 1,Pianu de Jos,Negre,Da,12
01,Alba,Cerc 1,Pianu de Sus,Negre,Da,7
01,Teleorman,Cerc 1,Piatra,Negre,Da,16
01,Constanta,Cerc 1,Piatra,Negre,Da,6
01,Olt,Cerc 1,Piatra,Negre,Da,4
01,Bistrita-Nasaud,Cerc 3,Piatra,Negre,Da,4
01,Dambovita,Cerc 1,Piatra,Negre,Da,2
01,Arges,Cerc 3,Piatra,Negre,Da,2
01,Maramures,Cerc 3,Piatra,Negre,Da,2
01,Arges,Cerc 1,Piatra,Negre,Da,1
01,Prahova,Cerc 3,Piatra,Negre,Da,1
01,Bistrita-Nasaud,Cerc 3,Piatra Fantanele,Negre,Da,5
01,Neamt,Resedinta,Piatra Neamt,Negre,Da,"2,047"
01,Neamt,Cerc 1,Piatra Soimului,Negre,Da,19
01,Olt,Cerc 1,Piatra-Olt,Negre,Da,53
01,Dolj,Cerc 1,Picaturile,Negre,Da,1
01,Dambovita,Cerc 1,Picior de Munte,Negre,Da,31
01,Iasi,Cerc 1,Picioru Lupului,Negre,Da,2
01,Bihor,Cerc 1,Picleu,Negre,Da,7
01,Dolj,Cerc 1,Pielesti,Negre,Da,98
01,Gorj,Cerc 1,Pieptani,Negre,Da,1
01,Valcea,Cerc 1,Pietrari,Negre,Da,14
01,Dambovita,Cerc 3,Pietrari,Negre,Da,7
01,Iasi,Cerc 1,Pietraria,Negre,Da,6
01,Valcea,Cerc 1,Pietrarii de Sus,Negre,Da,8
01,Giurgiu,Cerc 1,Pietrele,Negre,Da,2
01,Constanta,Cerc 3,Pietreni,Negre,Da,6
01,Valcea,Cerc 1,Pietreni,Negre,Da,2
01,Prahova,Cerc 3,Pietriceaua,Negre,Da,2
01,Olt,Cerc 1,Pietris,Negre,Da,3
01,Iasi,Cerc 3,Pietris,Negre,Da,3
01,Mures,Cerc 1,Pietris,Negre,Da,2
01,Giurgiu,Cerc 3,Pietrisu,Negre,Da,4
01,Prahova,Cerc 1,Pietrisu,Negre,Da,1
01,Bihor,Cerc 3,Pietroasa,Negre,Da,6
01,Arges,Cerc 1,Pietroasa,Negre,Da,1
01,Vrancea,Cerc 1,Pietroasa,Negre,Da,1
01,Timis,Cerc 3,Pietroasa,Negre,Da,1
01,Buzau,Cerc 1,Pietroasa Mica,Negre,Da,1
01,Buzau,Cerc 1,Pietroasele,Negre,Da,13
01,Braila,Cerc 1,Pietroiu,Negre,Da,3
01,Prahova,Cerc 1,Pietrosani,Negre,Da,18
01,Teleorman,Cerc 3,Pietrosani,Negre,Da,17
01,Arges,Cerc 1,Pietrosani,Negre,Da,6
01,Dambovita,Cerc 3,Pietrosita,Negre,Da,18
01,Iasi,Cerc 3,Pietrosu,Negre,Da,3
01,Buzau,Cerc 1,Pietrosu,Negre,Da,1
01,Neamt,Cerc 1,Pietrosu,Negre,Da,1
01,East Attica,Cerc 1,Pikermi,Negre,Da,2
01,Neamt,Cerc 1,Pildesti,Negre,Da,29
01,Pest,Resedinta,Pilis,Negre,Da,10
01,Pest,Resedinta,Pilisborosjeno,Negre,Da,2
01,Pest,Resedinta,Piliscsaba,Negre,Da,11
01,Pest,Resedinta,Pilisjászfalu,Negre,Da,4
01,Pest,Resedinta,Pilisszántó,Negre,Da,1
01,Pest,Resedinta,Pilisszentiván,Negre,Da,13
01,Pest,Resedinta,Pilisvörösvár,Negre,Da,12
01,Arad,Cerc 3,Pilu,Negre,Da,4
01,Gorj,Cerc 1,Pinoasa,Negre,Da,3
01,Bistrita-Nasaud,Cerc 3,Pinticu,Negre,Da,4
01,Mures,Cerc 1,Pipea,Negre,Da,1
01,Neamt,Cerc 1,Pipirig,Negre,Da,35
01,Satu Mare,Cerc 3,Pir,Negre,Da,9
01,Dolj,Cerc 3,Piria,Negre,Da,1
01,Szabolcs-Szatmár-Bereg,Resedinta,Piricse,Negre,Da,1
01,Arges,Cerc 1,Piscani,Negre,Da,7
01,Satu Mare,Cerc 1,Piscari,Negre,Da,1
01,Timis,Cerc 1,Pischia,Negre,Da,43
01,Hunedoara,Cerc 3,Pischinti,Negre,Da,1
01,Gorj,Cerc 3,Piscoiu,Negre,Da,1
01,Satu Mare,Cerc 3,Piscolt,Negre,Da,12
01,Galati,Cerc 1,Piscu,Negre,Da,51
01,Dolj,Cerc 3,Piscu Nou,Negre,Da,3
01,Vrancea,Cerc 1,Piscu Radului,Negre,Da,3
01,Iasi,Cerc 3,Piscu Rusului,Negre,Da,2
01,Dolj,Cerc 3,Piscu Sadovei,Negre,Da,2
01,Dolj,Cerc 3,Piscu Vechi,Negre,Da,6
01,Prahova,Cerc 1,Pisculesti,Negre,Da,3
01,Gorj,Cerc 1,Piscuri,Negre,Da,6
01,Gorj,Cerc 1,Pistestii din Deal,Negre,Da,1
01,Dambovita,Cerc 1,Pitaru,Negre,Da,9
01,Bucuresti & Ilfov,Resedinta,Piteasca,Negre,Da,7
01,Arges,Resedinta,Pitesti,Negre,Da,"5,051"
01,Braila,Cerc 1,Pitulati,Negre,Da,2
01,Buzau,Cerc 3,Pitulicea,Negre,Da,4
01,Vrancea,Cerc 1,Pitulusa,Negre,Da,4
01,Vrancea,Cerc 3,Placinteni,Negre,Da,2
01,Harghita,Cerc 3,Plaiesii de Jos,Negre,Da,2
01,Cluj,Cerc 1,Plaiesti,Negre,Da,3
01,Neamt,Cerc 1,Plaiesu,Negre,Da,9
01,Prahova,Cerc 3,Plaiu,Negre,Da,2
01,Prahova,Cerc 3,Plaiu Campinei,Negre,Da,2
01,Cluj,Cerc 1,Plaiuri,Negre,Da,1
01,Calarasi,Cerc 1,Plataresti,Negre,Da,6
01,Ialomita,Cerc 1,Platonesti,Negre,Da,3
01,Harghita,Cerc 3,Platonesti,Negre,Da,2
01,Suceava,Cerc 1,Plavalari,Negre,Da,6
01,Prahova,Cerc 1,Plavia,Negre,Da,2
01,Olt,Cerc 1,Plaviceanca,Negre,Da,2
01,Olt,Cerc 1,Plaviceni,Negre,Da,3
01,Prahova,Cerc 1,Pleasa,Negre,Da,68
01,Teleorman,Cerc 3,Pleasov,Negre,Da,3
01,Dolj,Cerc 3,Plenita,Negre,Da,15
01,Galati,Cerc 1,Plesa,Negre,Da,4
01,Suceava,Cerc 1,Plesa,Negre,Da,2
01,Botosani,Cerc 1,Plesani,Negre,Da,6
01,Buzau,Cerc 1,Plescoi,Negre,Da,4
01,Arad,Cerc 3,Plescuta,Negre,Da,2
01,Buzau,Cerc 1,Plesesti,Negre,Da,2
01,Suceava,Cerc 1,Plesesti,Negre,Da,2
01,Buzau,Cerc 3,Plesi,Negre,Da,1
01,Dolj,Cerc 1,Plesoi,Negre,Da,3
01,Olt,Cerc 1,Plesoiu,Negre,Da,5
01,Buzau,Cerc 1,Plevna,Negre,Da,5
01,Galati,Cerc 1,Plevna,Negre,Da,4
01,Calarasi,Cerc 3,Plevna,Negre,Da,2
01,Prahova,Resedinta,Ploiesti,Negre,Da,"6,790"
01,Prahova,Cerc 1,Ploiestiori,Negre,Da,91
01,Bacau,Cerc 1,Plopana,Negre,Da,6
01,Buzau,Cerc 1,Plopeasa,Negre,Da,1
01,Prahova,Cerc 1,Plopeni,Negre,Da,203
01,Suceava,Cerc 1,Plopeni,Negre,Da,46
01,Constanta,Cerc 3,Plopeni,Negre,Da,4
01,Vaslui,Cerc 1,Plopeni,Negre,Da,2
01,Botosani,Cerc 1,Plopenii Mari,Negre,Da,5
01,Botosani,Cerc 1,Plopenii Mici,Negre,Da,2
01,Hunedoara,Cerc 3,Plopi,Negre,Da,2
01,Mehedinti,Cerc 3,Plopi,Negre,Da,2
01,Vaslui,Cerc 3,Plopi,Negre,Da,1
01,Teleorman,Cerc 3,Plopii-Slavitesti,Negre,Da,5
01,Maramures,Cerc 1,Plopis,Negre,Da,5
01,Salaj,Cerc 3,Plopis,Negre,Da,3
01,Gorj,Cerc 1,Plopsoru,Negre,Da,23
01,Giurgiu,Cerc 1,Plopsoru,Negre,Da,7
01,Prahova,Cerc 1,Plopu,Negre,Da,43
01,Braila,Cerc 3,Plopu,Negre,Da,6
01,Bacau,Cerc 3,Plopu,Negre,Da,2
01,Dambovita,Cerc 1,Plopu,Negre,Da,1
01,Vrancea,Cerc 1,Plopu,Negre,Da,1
01,Tulcea,Cerc 3,Plopul,Negre,Da,6
01,Teleorman,Cerc 1,Plosca,Negre,Da,45
01,Dolj,Cerc 3,Plosca,Negre,Da,4
01,Vrancea,Cerc 3,Ploscuteni,Negre,Da,15
01,Gorj,Cerc 1,Plostina,Negre,Da,1
01,Buzau,Cerc 3,Plostina,Negre,Da,1
01,Vaslui,Cerc 3,Plotonesti,Negre,Da,2
01,Iasi,Cerc 1,Plugari,Negre,Da,16
01,Caras-Severin,Cerc 3,Plugova,Negre,Da,5
01,Mehedinti,Cerc 3,Pluta,Negre,Da,2
01,Neamt,Cerc 1,Pluton,Negre,Da,4
01,Suceava,Cerc 3,Plutonita,Negre,Da,6
01,Mures,Cerc 1,Poarta,Negre,Da,1
01,Constanta,Cerc 1,Poarta Alba,Negre,Da,114
01,Salaj,Cerc 1,Poarta Salajului,Negre,Da,2
01,Olt,Cerc 1,Poboru,Negre,Da,8
01,Gorj,Cerc 1,Pociovalistea,Negre,Da,3
01,Bihor,Cerc 3,Pocola,Negre,Da,3
01,Iasi,Cerc 1,Pocreaca,Negre,Da,1
01,Pest,Resedinta,Pócsmegyer,Negre,Da,1
01,Dolj,Cerc 1,Podari,Negre,Da,61
01,Calarasi,Cerc 3,Podari,Negre,Da,2
01,Hunedoara,Cerc 1,Podele,Negre,Da,3
01,Botosani,Cerc 1,Podeni,Negre,Da,3
01,Cluj,Cerc 1,Podeni,Negre,Da,3
01,Arges,Cerc 1,Podeni,Negre,Da,1
01,Vaslui,Cerc 1,Podeni,Negre,Da,1
01,Mehedinti,Cerc 3,Podeni,Negre,Da,1
01,Valcea,Cerc 3,Podeni,Negre,Da,1
01,Prahova,Cerc 1,Podenii Noi,Negre,Da,18
01,Prahova,Cerc 1,Podenii Vechi,Negre,Da,6
01,Bistrita-Nasaud,Cerc 1,Poderei,Negre,Da,1
01,Buzau,Cerc 1,Podgoria,Negre,Da,4
01,Prahova,Cerc 1,Podgoria,Negre,Da,3
01,Bistrita-Nasaud,Cerc 1,Podirei,Negre,Da,1
01,Bacau,Cerc 1,Podis,Negre,Da,1
01,Giurgiu,Cerc 1,Podisor,Negre,Da,6
01,Iasi,Cerc 1,Podisu,Negre,Da,2
01,Salaj,Cerc 3,Podisu,Negre,Da,1
01,Neamt,Cerc 1,Podoleni,Negre,Da,30
01,Galati,Cerc 3,Podoleni,Negre,Da,1
01,Iasi,Cerc 1,Podolenii de Jos,Negre,Da,1
01,Iasi,Cerc 1,Podolenii de Sus,Negre,Da,8
01,Botosani,Cerc 1,Podriga,Negre,Da,8
01,Prahova,Cerc 1,Podu Cheii,Negre,Da,1
01,Dambovita,Cerc 1,Podu Cristinii,Negre,Da,2
01,Arges,Cerc 1,Podu Dambovitei,Negre,Da,4
01,Giurgiu,Cerc 1,Podu Doamnei,Negre,Da,1
01,Iasi,Cerc 3,Podu Hagiului,Negre,Da,3
01,Giurgiu,Cerc 1,Podu Ilfovatului,Negre,Da,1
01,Iasi,Cerc 1,Podu Iloaiei,Negre,Da,123
01,Iasi,Cerc 1,Podu Jijiei,Negre,Da,2
01,Prahova,Cerc 1,Podu Lung,Negre,Da,1
01,Vrancea,Cerc 3,Podu Narujei,Negre,Da,2
01,Brasov,Cerc 1,Podu Oltului,Negre,Da,1
01,Calarasi,Cerc 1,Podu Pitarului,Negre,Da,1
01,Giurgiu,Cerc 1,Podu Popa Nae,Negre,Da,2
01,Dambovita,Cerc 1,Podu Rizii,Negre,Da,5
01,Vrancea,Cerc 3,Podu Schiopului,Negre,Da,2
01,Bacau,Cerc 3,Podu Turcului,Negre,Da,66
01,Prahova,Cerc 1,Podu Valeni,Negre,Da,4
01,Bacau,Cerc 3,Poduri,Negre,Da,16
01,Arges,Cerc 1,Poduri,Negre,Da,2
01,Giurgiu,Cerc 1,Poenari,Negre,Da,8
01,Valcea,Cerc 1,Poenari,Negre,Da,2
01,Teleorman,Cerc 1,Poeni,Negre,Da,9
01,Mures,Cerc 1,Pogaceaua,Negre,Da,12
01,Vaslui,Cerc 1,Pogana,Negre,Da,3
01,Vaslui,Cerc 3,Poganesti,Negre,Da,5
01,Hunedoara,Cerc 3,Poganesti,Negre,Da,1
01,Olt,Cerc 1,Poganu,Negre,Da,1
01,Baranya,Resedinta,Pogány,Negre,Da,1
01,Bacau,Cerc 1,Poglet,Negre,Da,1
01,Buzau,Cerc 1,Pogoanele,Negre,Da,107
01,Buzau,Cerc 1,Pogonele,Negre,Da,3
01,Vaslui,Cerc 1,Pogonesti,Negre,Da,3
01,Botosani,Cerc 1,Pogorasti,Negre,Da,1
01,Covasna,Cerc 3,Poian,Negre,Da,8
01,Dambovita,Cerc 3,Poiana,Negre,Da,18
01,Botosani,Cerc 1,Poiana,Negre,Da,8
01,Bacau,Cerc 1,Poiana,Negre,Da,5
01,Constanta,Cerc 1,Poiana,Negre,Da,5
01,Ialomita,Cerc 1,Poiana,Negre,Da,4
01,Bihor,Cerc 3,Poiana,Negre,Da,4
01,Neamt,Cerc 3,Poiana,Negre,Da,4
01,Neamt,Cerc 1,Poiana,Negre,Da,3
01,Galati,Cerc 3,Poiana,Negre,Da,3
01,Gorj,Cerc 3,Poiana,Negre,Da,3
01,Prahova,Cerc 1,Poiana,Negre,Da,2
01,Iasi,Cerc 3,Poiana,Negre,Da,2
01,Suceava,Cerc 1,Poiana,Negre,Da,1
01,Teleorman,Cerc 1,Poiana,Negre,Da,1
01,Vaslui,Cerc 1,Poiana,Negre,Da,1
01,Suceava,Cerc 3,Poiana,Negre,Da,1
01,Alba,Cerc 1,Poiana Aiudului,Negre,Da,2
01,Alba,Cerc 1,Poiana Ampoiului,Negre,Da,3
01,Salaj,Cerc 3,Poiana Blenchii,Negre,Da,2
01,Brasov,Cerc 1,Poiana Brasov,Negre,Da,19
01,Prahova,Cerc 1,Poiana Campina,Negre,Da,120
01,Satu Mare,Cerc 3,Poiana Codrului,Negre,Da,12
01,Prahova,Cerc 1,Poiana Copaceni,Negre,Da,2
01,Neamt,Cerc 1,Poiana Cracaoani,Negre,Da,1
01,Vrancea,Cerc 1,Poiana Cristei,Negre,Da,2
01,Cluj,Cerc 3,Poiana Fratii,Negre,Da,1
01,Bistrita-Nasaud,Cerc 1,Poiana Ilvei,Negre,Da,5
01,Arges,Cerc 1,Poiana Lacului,Negre,Da,85
01,Neamt,Cerc 3,Poiana Largului,Negre,Da,5
01,Giurgiu,Cerc 1,Poiana lui Stanga,Negre,Da,8
01,Iasi,Cerc 1,Poiana Manastirii,Negre,Da,2
01,Dolj,Cerc 3,Poiana Mare,Negre,Da,93
01,Prahova,Cerc 3,Poiana Mare,Negre,Da,1
01,Brasov,Cerc 3,Poiana Marului,Negre,Da,15
01,Suceava,Cerc 1,Poiana Marului,Negre,Da,10
01,Iasi,Cerc 3,Poiana Marului,Negre,Da,5
01,Suceava,Cerc 3,Poiana Micului,Negre,Da,6
01,Prahova,Cerc 1,Poiana Mierlei,Negre,Da,2
01,Suceava,Cerc 3,Poiana Negrii,Negre,Da,6
01,Vaslui,Cerc 1,Poiana Pietrei,Negre,Da,2
01,Bacau,Cerc 3,Poiana Sarata,Negre,Da,3
01,Iasi,Cerc 1,Poiana Scheii,Negre,Da,6
01,Sibiu,Cerc 3,Poiana Sibiului,Negre,Da,21
01,Suceava,Cerc 3,Poiana Stampei,Negre,Da,14
01,Prahova,Cerc 1,Poiana Tapului,Negre,Da,5
01,Neamt,Cerc 3,Poiana Teiului,Negre,Da,12
01,Alba,Cerc 3,Poiana Vadului,Negre,Da,1
01,Prahova,Cerc 1,Poiana Varbilau,Negre,Da,8
01,Gorj,Cerc 3,Poiana-Seciuri,Negre,Da,1
01,Arges,Cerc 3,Poienarei,Negre,Da,1
01,Arges,Cerc 1,Poienari,Negre,Da,4
01,Arges,Cerc 3,Poienari,Negre,Da,4
01,Neamt,Cerc 1,Poienari,Negre,Da,3
01,Suceava,Cerc 3,Poienari,Negre,Da,2
01,Gorj,Cerc 1,Poienari,Negre,Da,1
01,Arad,Cerc 3,Poienari,Negre,Da,1
01,Prahova,Cerc 1,Poienarii Apostoli,Negre,Da,8
01,Prahova,Cerc 1,Poienarii Burchii,Negre,Da,52
01,Arges,Cerc 3,Poienarii de Arges,Negre,Da,1
01,Arges,Cerc 1,Poienarii de Muscel,Negre,Da,2
01,Prahova,Cerc 1,Poienarii Vechi,Negre,Da,1
01,Prahova,Cerc 1,Poienarii-Rali,Negre,Da,9
01,Vaslui,Cerc 1,Poienesti,Negre,Da,9
01,Iasi,Cerc 1,Poieni,Negre,Da,7
01,Cluj,Cerc 3,Poieni,Negre,Da,2
01,Bacau,Cerc 1,Poieni,Negre,Da,1
01,Neamt,Cerc 1,Poieni,Negre,Da,1
01,Hunedoara,Cerc 3,Poieni,Negre,Da,1
01,Timis,Cerc 3,Poieni,Negre,Da,1
01,Suceava,Cerc 1,Poieni-Solca,Negre,Da,8
01,Suceava,Cerc 1,Poieni-Suceava,Negre,Da,5
01,Bihor,Cerc 3,Poienii de Jos,Negre,Da,7
01,Bihor,Cerc 3,Poienii de Sus,Negre,Da,2
01,Dolj,Cerc 3,Poienile,Negre,Da,1
01,Prahova,Cerc 3,Poienile,Negre,Da,1
01,Maramures,Cerc 3,Poienile de sub Munte,Negre,Da,108
