Judet,Localitate,Populatie 
HARGHITA,GALAU?A?,2039
HARGHITA,JOSENI,5268
HARGHITA,LAZAREA,3313
HARGHITA,LELICENI,2471
HARGHITA,LUETA,3338
HARGHITA,LUNCA DE JOS,5093
HARGHITA,LUNCA DE SUS,3218
HARGHITA,LUPENI,4547
HARGHITA,MADARA?,2093
HARGHITA,MARTINI?,2817
HARGHITA,MERE?TI,1243
HARGHITA,MIHAILENI,2593
HARGHITA,MUGENI,3329
HARGHITA,OCLAND,1270
HARGHITA,PAULENI-CIUC,2057
HARGHITA,PLAIE?II DE JOS,2819
HARGHITA,PORUMBENI,1800
HARGHITA,PRAID,6542
HARGHITA,RACU,1599
HARGHITA,REMETEA,5953
HARGHITA,SACEL,1140
HARGHITA,SÂNCRAIENI,2476
HARGHITA,SÂNDOMINIC,5667
HARGHITA,SÂNMARTIN,2227
HARGHITA,SÂNSIMION,3407
HARGHITA,SÂNTIMBRU,2066
HARGHITA,SARMA?,3366
HARGHITA,SATU MARE,1995
HARGHITA,SECUIENI,2707
HARGHITA,SICULENI,2511
HARGHITA,?IMONE?TI,3416
HARGHITA,SUBCETATE,1684
HARGHITA,SUSENI,4944
HARGHITA,TOME?TI,2430
HARGHITA,TULGHE?,2941
HARGHITA,TU?NAD,2006
HARGHITA,ULIE?,1068
HARGHITA,VAR?AG,1652
HARGHITA,VO?LABENI,1815
HARGHITA,ZETEA,5729
,HUNEDOARA,361657
HUNEDOARA,MUNICIPIUL DEVA,53113
HUNEDOARA,MUNICIPIUL BRAD,12690
HUNEDOARA,MUNICIPIUL HUNEDOARA,50457
HUNEDOARA,MUNICIPIUL LUPENI,18699
HUNEDOARA,MUNICIPIUL ORA?TIE,16825
HUNEDOARA,MUNICIPIUL PETRO?ANI,31044
HUNEDOARA,MUNICIPIUL VULCAN,19772
HUNEDOARA,ORA? ANINOASA,3369
HUNEDOARA,ORA? CALAN,10055
HUNEDOARA,ORA? GEOAGIU,5087
HUNEDOARA,ORA? HA?EG,8793
HUNEDOARA,ORA? PETRILA,19600
HUNEDOARA,ORA? SIMERIA,11268
HUNEDOARA,ORA? URICANI,6669
HUNEDOARA,BACIA,1734
HUNEDOARA,BAIA DE CRI?,2176
HUNEDOARA,BAI?A,3113
HUNEDOARA,BAL?A,753
HUNEDOARA,BANI?A,1092
HUNEDOARA,BARU,2425
HUNEDOARA,BATRÂNA,88
HUNEDOARA,BERIU,3281
HUNEDOARA,BLAJENI,883
HUNEDOARA,BO?OROD,1781
HUNEDOARA,BRANI?CA,1554
HUNEDOARA,BRETEA ROMÂNA,2969
HUNEDOARA,BUCE?,1595
HUNEDOARA,BUCURE?CI,1284
HUNEDOARA,BULZE?TII DE SUS,275
HUNEDOARA,BUNILA,247
HUNEDOARA,BURJUC,734
HUNEDOARA,CÂRJI?I,686
HUNEDOARA,CERBAL,403
HUNEDOARA,CERTEJU DE SUS,2870
HUNEDOARA,CRI?CIOR,3389
HUNEDOARA,DENSU?,1301
HUNEDOARA,DOBRA,3203
HUNEDOARA,GENERAL BERTHELOT,790
HUNEDOARA,GHELARI,1501
HUNEDOARA,GURASADA,1193
HUNEDOARA,HARAU,2026
HUNEDOARA,ILIA,3144
HUNEDOARA,LAPUGIU DE JOS,1460
HUNEDOARA,LELESE,339
HUNEDOARA,LUNCA CERNII DE JOS,758
HUNEDOARA,LUNCOIU DE JOS,1630
HUNEDOARA,MARTINE?TI,939
HUNEDOARA,ORA?TIOARA DE SUS,1910
HUNEDOARA,PESTI?U MIC,1250
HUNEDOARA,PUI,3682
HUNEDOARA,RACHITOVA,1127
HUNEDOARA,RAPOLTU MARE,1788
HUNEDOARA,RÂU DE MORI,2991
HUNEDOARA,RIBI?A,1170
HUNEDOARA,ROMOS,2388
HUNEDOARA,SALA?U DE SUS,2142
HUNEDOARA,SÂNTAMARIA-ORLEA,3132
HUNEDOARA,SARMIZEGETUSA,1018
HUNEDOARA,?OIMU?,3386
HUNEDOARA,TELIUCU INFERIOR,2022
HUNEDOARA,TOME?TI,912
HUNEDOARA,TOPLI?A,624
HUNEDOARA,TOTE?TI,1649
HUNEDOARA,TURDA?,1791
HUNEDOARA,VALI?OARA,1018
HUNEDOARA,VA?A DE JOS,3163
HUNEDOARA,VE?EL,3104
HUNEDOARA,VOR?A,748
HUNEDOARA,ZAM,1585
,IALOMITA,250816
IALOMITA,MUNICIPIUL SLOBOZIA,41550
IALOMITA,MUNICIPIUL FETE?TI,27465
IALOMITA,MUNICIPIUL URZICENI,13380
IALOMITA,ORA? AMARA,6805
IALOMITA,ORA? CAZANE?TI,2938
IALOMITA,ORA? FIERBIN?I-TÂRG,4620
IALOMITA,ORA? ?ANDAREI,12761
IALOMITA,ADÂNCATA,2398
IALOMITA,ALBE?TI,1056
IALOMITA,ALEXENI,2215
IALOMITA,ANDRA?E?TI,1801
IALOMITA,ARMA?E?TI,1861
IALOMITA,AXINTELE,2218
IALOMITA,BALACIU,1607
IALOMITA,BARBULE?TI,7878
IALOMITA,BARCANE?TI,3536
IALOMITA,BORANE?TI,2397
IALOMITA,BORDU?ANI,4414
IALOMITA,BUCU,2305
IALOMITA,BUE?TI,966
IALOMITA,CIOCÂRLIA,761
IALOMITA,CIOCHINA,2766
IALOMITA,CIULNI?A,2338
IALOMITA,COCORA,1899
IALOMITA,COLELIA,989
IALOMITA,COSÂMBE?TI,1853
IALOMITA,CO?ERENI,4195
IALOMITA,DRAGOE?TI,1069
IALOMITA,DRIDU,3213
IALOMITA,FACAENI,4899
IALOMITA,GÂRBOVI,3434
IALOMITA,GHEORGHE DOJA,2230
IALOMITA,GHEORGHE LAZAR,2092
IALOMITA,GIURGENI,1223
IALOMITA,GRINDU,1925
IALOMITA,GRIVI?A,2863
IALOMITA,GURA IALOMI?EI,2258
IALOMITA,ION ROATA,3476
IALOMITA,JILAVELE,3045
IALOMITA,MAIA,1651
IALOMITA,MANASIA,4197
IALOMITA,MARCULE?TI,1433
IALOMITA,MIHAIL KOGALNICEANU,2755
IALOMITA,MILO?E?TI,2127
IALOMITA,MOLDOVENI,1143
IALOMITA,MOVILA,1605
IALOMITA,MOVILI?A,2810
IALOMITA,MUNTENI-BUZAU,2936
IALOMITA,OGRADA,2763
IALOMITA,PERIE?I,3482
IALOMITA,PLATONE?TI,1582
IALOMITA,RADULE?TI,1169
IALOMITA,REVIGA,2373
IALOMITA,RO?IORI,1942
IALOMITA,SALCIOARA,2050
IALOMITA,SARA?ENI,1091
IALOMITA,SAVENI,3042
IALOMITA,SCÂNTEIA,3360
IALOMITA,SFÂNTU GHEORGHE,1841
IALOMITA,SINE?TI,3372
IALOMITA,STELNICA,1649
IALOMITA,SUDI?I,1738
IALOMITA,TRAIAN,3007
IALOMITA,VALEA CIORII,1575
IALOMITA,VALEA MACRI?ULUI,1554
IALOMITA,VLADENI,1870
,IASI,760774
IASI,MUNICIPIUL IA?I,271692
IASI,MUNICIPIUL PA?CANI,30766
IASI,ORA? HÂRLAU,10349
IASI,ORA? PODU ILOAIEI,8992
IASI,ORA? TÂRGU FRUMOS,9597
IASI,ALEXANDRU I. CUZA,2133
IASI,ANDRIE?ENI,3306
IASI,ARONEANU,4338
IASI,BAL?,3021
IASI,BAL?A?I,4778
IASI,BÂRNOVA,7913
IASI,BELCE?TI,10231
IASI,BIVOLARI,3369
IASI,BRAE?TI,3135
IASI,BUTEA,2679
IASI,CEPLENI?A,3560
IASI,CIOHORANI,1709
IASI,CIORTE?TI,3551
IASI,CIUREA,17254
IASI,COARNELE CAPREI,2438
IASI,COMARNA,4221
IASI,COSTE?TI,1494
IASI,COSTULENI,4080
IASI,COTNARI,5843
IASI,COZME?TI,2285
IASI,CRISTE?TI,3761
IASI,CUCUTENI,1103
IASI,DAGÂ?A,4105
IASI,DELENI,8885
IASI,DOBROVA?,2128
IASI,DOLHE?TI,2180
IASI,DRAGU?ENI,1217
IASI,DUME?TI,4252
IASI,ERBICENI,5154
IASI,FÂNTÂNELE,1986
IASI,FOCURI,3729
IASI,GOLAIE?TI,3563
IASI,GORBAN,2461
IASI,GRAJDURI,3687
IASI,GROPNI?A,3102
IASI,GROZE?TI,1364
IASI,HALAUCE?TI,4053
IASI,HARMANE?TI,2344
IASI,HELE?TENI,2142
IASI,HOLBOCA,13697
IASI,HORLE?TI,2529
IASI,ION NECULCE,5503
IASI,IPATELE,1463
IASI,LESPEZI,4701
IASI,LE?CANI,6845
IASI,LUNGANI,6178
IASI,MADÂRJAC,1556
IASI,MIRCE?TI,3338
IASI,MIRONEASA,4422
IASI,MIROSLAVA,28534
IASI,MIROSLOVE?TI,3534
IASI,MOGO?E?TI,4706
IASI,MOGO?E?TI-SIRET,3111
IASI,MO?NA,2421
IASI,MO?CA,5086
IASI,MOVILENI,2895
IASI,O?ELENI,2863
IASI,PLUGARI,3098
IASI,POPE?TI,4287
IASI,POPRICANI,7236
IASI,PRISACANI,3638
IASI,PROBOTA,3277
IASI,RACHITENI,2541
IASI,RADUCANENI,6573
IASI,REDIU,8295
IASI,ROMÂNE?TI,1524
IASI,RO?CANI,1273
IASI,RUGINOASA,5775
IASI,SCÂNTEIA,5505
IASI,?CHEIA,2583
IASI,SCHITU DUCA,3619
IASI,SCOBIN?I,6565
IASI,SINE?TI,3668
IASI,?IPOTE,4714
IASI,SIRE?EL,3726
IASI,STOLNICENI-PRAJESCU,4550
IASI,STRUNGA,3498
IASI,TANSA,2054
IASI,TATARU?I,4619
IASI,?IBANA,6459
IASI,?IBANE?TI,6236
IASI,?IGANA?I,4114
IASI,TODIRE?TI,4645
IASI,TOME?TI,12169
IASI,TRIFE?TI,3425
IASI,?U?ORA,2063
IASI,UNGHENI,3582
IASI,VALEA LUPULUI,14510
IASI,VALEA SEACA,5111
IASI,VÂNATORI,4100
IASI,VICTORIA,3819
IASI,VLADENI,3486
IASI,VOINE?TI,7105
,ILFOV,542704
ILFOV,ORA? BRAGADIRU,40080
ILFOV,ORA? BUFTEA,20586
ILFOV,ORA? CHITILA,14762
ILFOV,ORA? MAGURELE,14414
ILFOV,ORA? OTOPENI,21750
ILFOV,ORA? PANTELIMON,32873
ILFOV,ORA? POPE?TI LEORDENI,53434
ILFOV,ORA? VOLUNTARI,47366
ILFOV,1 DECEMBRIE,8206
ILFOV,AFUMA?I,8748
ILFOV,BALOTE?TI,11210
ILFOV,BERCENI,13766
ILFOV,BRANE?TI,10708
ILFOV,CERNICA,11871
ILFOV,CHIAJNA,43588
ILFOV,CIOLPANI,4830
ILFOV,CIOROGÂRLA,7511
ILFOV,CLINCENI,9480
ILFOV,COPACENI,3129
ILFOV,CORBEANCA,11412
ILFOV,CORNETU,7389
ILFOV,DARA?TI-ILFOV,2865
ILFOV,DASCALU,3497
ILFOV,DOBROE?TI,16875
ILFOV,DOMNE?TI,12861
ILFOV,DRAGOMIRE?TI-VALE,6531
ILFOV,GANEASA,5402
ILFOV,GLINA,9209
ILFOV,GRADI?TEA,3231
ILFOV,GRUIU,7586
ILFOV,JILAVA,10611
ILFOV,MOARA VLASIEI,6597
ILFOV,MOGO?OAIA,9820
ILFOV,NUCI,2860
ILFOV,PERI?,7357
ILFOV,PETRACHIOAIA,3695
ILFOV,SNAGOV,8331
ILFOV,?TEFANE?TII DE JOS,10588
ILFOV,TUNARI,9617
ILFOV,VIDRA,8058
,MARAMURES,452475
MARAMURES,MUNICIPIUL BAIA MARE,108759
MARAMURES,MUNICIPIUL SIGHETU MARMA?IEI,32793
MARAMURES,ORA? BAIA SPRIE,14329
MARAMURES,ORA? BOR?A,27711
MARAMURES,ORA? CAVNIC,4264
MARAMURES,ORA? DRAGOMIRE?TI,3154
MARAMURES,ORA? SALI?TEA DE SUS,4856
MARAMURES,ORA? SEINI,8198
MARAMURES,ORA? ?OMCUTA MARE,7703
MARAMURES,ORA? TÂRGU LAPU?,11163
MARAMURES,ORA? TAU?II-MAGHERAU?,8463
MARAMURES,ORA? ULMENI,7110
MARAMURES,ORA? VI?EU DE SUS,15349
MARAMURES,ARDUSAT,2551
MARAMURES,ARINI?,1081
MARAMURES,ASUAJU DE SUS,1117
MARAMURES,BAI?A DE SUB CODRU,1758
MARAMURES,BAIU?,1990
MARAMURES,BÂRSANA,4122
MARAMURES,BASE?TI,1288
MARAMURES,BICAZ,942
MARAMURES,BISTRA,3716
MARAMURES,BOCICOIU MARE,4260
MARAMURES,BOGDAN VODA,2619
MARAMURES,BOIU MARE,1077
MARAMURES,BOTIZA,2373
MARAMURES,BUDE?TI,2894
MARAMURES,CALINE?TI,3049
MARAMURES,CÂMPULUNG LA TISA,2308
MARAMURES,CERNE?TI,3230
MARAMURES,CICÂRLAU,3751
MARAMURES,COA?,1342
MARAMURES,COLTAU,3106
MARAMURES,COPALNIC-MANA?TUR,5242
MARAMURES,COROIENI,2438
MARAMURES,CUP?ENI,3205
MARAMURES,DESE?TI,2179
MARAMURES,DUMBRAVI?A,4107
MARAMURES,FARCA?A,4096
MARAMURES,GÂRDANI,1311
MARAMURES,GIULE?TI,2841
MARAMURES,GRO?I,3641
MARAMURES,GRO?II ?IBLE?ULUI,2103
MARAMURES,IEUD,4061
MARAMURES,LAPU?,3278
MARAMURES,LEORDINA,2307
MARAMURES,MIRE?U MARE,5030
MARAMURES,MOISEI,9317
MARAMURES,OAR?A DE JOS,982
MARAMURES,OCNA ?UGATAG,3617
MARAMURES,ONCE?TI,1519
MARAMURES,PETROVA,2285
MARAMURES,POIENILE DE SUB MUNTE,9291
MARAMURES,POIENILE IZEI,792
MARAMURES,RECEA,6642
MARAMURES,REMETEA CHIOARULUI,2898
MARAMURES,REME?I,2981
MARAMURES,REPEDEA,4679
MARAMURES,RONA DE JOS,1928
MARAMURES,RONA DE SUS,4171
MARAMURES,ROZAVLEA,2986
MARAMURES,RUSCOVA,5373
MARAMURES,SACALA?ENI,2438
MARAMURES,SACEL,3142
MARAMURES,SALSIG,1663
MARAMURES,SAPÂN?A,3031
MARAMURES,SARASAU,2433
MARAMURES,SATULUNG,6376
MARAMURES,?IEU,2240
MARAMURES,?ISE?TI,5556
MARAMURES,STRÂMTURA,3254
MARAMURES,SUCIU DE SUS,3621
MARAMURES,VADU IZEI,2542
MARAMURES,VALEA CHIOARULUI,2002
MARAMURES,VIMA MICA,1239
MARAMURES,VI?EU DE JOS,5212
,MEHEDINTI,234339
MEHEDINTI,MUNICIPIUL DROBETA-TURNU SEVERIN,79865
MEHEDINTI,MUNICIPIUL OR?OVA,8506
MEHEDINTI,ORA? BAIA DE ARAMA,4478
MEHEDINTI,ORA? STREHAIA,9059
MEHEDINTI,ORA? VÂNJU MARE,5078
MEHEDINTI,BÂCLE?,1586
MEHEDINTI,BALA,3289
MEHEDINTI,BALACI?A,2078
MEHEDINTI,BALTA,976
MEHEDINTI,BÂLVANE?TI,815
MEHEDINTI,BRANI?TEA,1647
MEHEDINTI,BREZNI?A-MOTRU,1155
MEHEDINTI,BREZNI?A-OCOL,3826
MEHEDINTI,BRO?TENI,2572
MEHEDINTI,BURILA MARE,1894
MEHEDINTI,BUTOIE?TI,3263
MEHEDINTI,CAZANE?TI,2006
MEHEDINTI,CIRE?U,483
MEHEDINTI,CORCOVA,5429
MEHEDINTI,CORLA?EL,1162
MEHEDINTI,CUJMIR,2754
MEHEDINTI,DÂRVARI,2090
MEHEDINTI,DEVESEL,3029
MEHEDINTI,DUBOVA,716
MEHEDINTI,DUMBRAVA,1191
MEHEDINTI,E?ELNI?A,2639
MEHEDINTI,FLORE?TI,2311
MEHEDINTI,GÂRLA MARE,3300
MEHEDINTI,GODEANU,497
MEHEDINTI,GOGO?U,3910
MEHEDINTI,GRECI,1067
MEHEDINTI,GROZE?TI,1879
MEHEDINTI,GRUIA,2824
MEHEDINTI,HINOVA,2526
MEHEDINTI,HUSNICIOARA,1064
MEHEDINTI,ILOVA?,1015
MEHEDINTI,ILOVI?A,1238
MEHEDINTI,ISVERNA,2069
MEHEDINTI,IZVORU BÂRZII,2481
MEHEDINTI,JIANA,4184
MEHEDINTI,LIVEZILE,1424
MEHEDINTI,MALOVA?,2618
MEHEDINTI,OBÂR?IA DE CÂMP,1558
MEHEDINTI,OBÂR?IA-CLO?ANI,881
MEHEDINTI,OPRI?OR,1681
MEHEDINTI,PADINA,1073
MEHEDINTI,PATULELE,3038
MEHEDINTI,PODENI,686
MEHEDINTI,PONOARELE,2249
MEHEDINTI,POROINA MARE,866
MEHEDINTI,PRISTOL,1254
MEHEDINTI,PRUNI?OR,2129
MEHEDINTI,PUNGHINA,2381
MEHEDINTI,ROGOVA,1248
MEHEDINTI,SALCIA,2416
MEHEDINTI,?IMIAN,10021
MEHEDINTI,?I?E?TI,2417
MEHEDINTI,?OVARNA,993
MEHEDINTI,STÂNGACEAUA,1120
MEHEDINTI,SVINI?A,741
MEHEDINTI,TÂMNA,2881
MEHEDINTI,VÂNATORI,1922
MEHEDINTI,VÂNJULE?,2022
MEHEDINTI,VLADAIA,1372
MEHEDINTI,VOLOIAC,1420
MEHEDINTI,VRATA,1977
,MURES,518193
MURES,MUNICIPIUL TÂRGU MURE?,116033
MURES,MUNICIPIUL REGHIN,29742
MURES,MUNICIPIUL SIGHI?OARA,23927
MURES,MUNICIPIUL TÂRNAVENI,20604
MURES,ORA? IERNUT,8473
MURES,ORA? LUDU?,14757
MURES,ORA? MIERCUREA NIRAJULUI,5414
MURES,ORA? SÂNGEORGIU DE PADURE,4875
MURES,ORA? SARMA?U,6186
MURES,ORA? SOVATA,9703
MURES,ORA? UNGHENI,7007
MURES,ACA?ARI,5170
MURES,ADAMU?,4993
MURES,ALBE?TI,5392
MURES,ALUNI?,3058
MURES,APOLD,3065
MURES,A?INTI?,1500
MURES,BAGACIU,2542
MURES,BAHNEA,3528
MURES,BALA,618
MURES,BALAU?ERI,4852
MURES,BAND,6126
MURES,BATO?,3876
MURES,BEICA DE JOS,2459
MURES,BERENI,1188
MURES,BICHI?,715
MURES,BOGATA,1845
MURES,BRÂNCOVENE?TI,3559
MURES,BREAZA,2197
MURES,CEUA?U DE CÂMPIE,5992
MURES,CHE?ANI,2468
MURES,CHIBED,1730
MURES,CHIHERU DE JOS,1762
MURES,COROISÂNMARTIN,1330
MURES,CORUNCA,4407
MURES,COZMA,515
MURES,CRACIUNE?TI,4338
MURES,CRAIE?TI,755
MURES,CRISTE?TI,5592
MURES,CUCERDEA,1293
MURES,CUCI,1734
MURES,DANE?,4743
MURES,DEDA,3933
MURES,EREMITU,3952
MURES,ERNEI,5843
MURES,FÂNTÂNELE,4854
MURES,FARAGAU,1687
MURES,GALE?TI,2271
MURES,GANE?TI,3131
MURES,GHEORGHE DOJA,3101
MURES,GHINDARI,3034
MURES,GLODENI,3678
MURES,GORNE?TI,5072
MURES,GREBENI?U DE CÂMPIE,1681
MURES,GURGHIU,5530
MURES,HODAC,4942
MURES,HODO?A,1179
MURES,IBANE?TI,4049
MURES,ICLANZEL,1902
MURES,IDECIU DE JOS,1998
MURES,LIVEZENI,4610
MURES,LUNCA,2078
MURES,LUNCA BRADULUI,1666
MURES,MADARA?,1475
MURES,MAGHERANI,1332
MURES,MICA,4821
MURES,MIHE?U DE CÂMPIE,2140
MURES,NADE?,2864
MURES,NEAUA,1231
MURES,OGRA,2442
MURES,PANET,5725
MURES,PAPIU ILARIAN,827
MURES,PASARENI,1758
MURES,PETELEA,3088
MURES,POGACEAUA,1890
MURES,RÂCIU,3289
MURES,RASTOLI?A,1729
MURES,RU?II-MUN?I,1827
MURES,SÂNCRAIU DE MURE?,10403
MURES,SÂNGEORGIU DE MURE?,9688
MURES,SÂNGER,2133
MURES,SÂNPAUL,4320
MURES,SÂNPETRU DE CÂMPIE,2723
MURES,SÂNTANA DE MURE?,6612
MURES,SARA?ENI,1625
MURES,SASCHIZ,2080
MURES,?AULIA,1892
MURES,?INCAI,1499
MURES,SOLOVASTRU,3205
MURES,STÂNCENI,1325
MURES,SUPLAC,2047
MURES,SUSENI,2357
MURES,TAURENI,919
MURES,VALEA LARGA,2834
MURES,VÂNATORI,4131
MURES,VARGATA,1681
MURES,VATAVA,1709
MURES,VE?CA,753
MURES,VII?OARA,1802
MURES,VOIVODENI,1575
MURES,ZAGAR,1080
MURES,ZAU DE CÂMPIE,3108
,NEAMT,454203
NEAMT,MUNICIPIUL PIATRA-NEAM?,79679
NEAMT,MUNICIPIUL ROMAN,48644
NEAMT,ORA? BICAZ,6106
NEAMT,ORA? ROZNOV,8133
NEAMT,ORA? TÂRGU NEAM?,18029
NEAMT,AGAPIA,3696
NEAMT,ALEXANDRU CEL BUN,5570
NEAMT,BAHNA,2923
NEAMT,BAL?ATE?TI,3565
NEAMT,BÂRGAUANI,2904
NEAMT,BICAZ-CHEI,3862
NEAMT,BICAZU ARDELEAN,3236
NEAMT,BIRA,1532
NEAMT,BODE?TI,4286
NEAMT,BOGHICEA,2102
NEAMT,BORCA,5860
NEAMT,BORLE?TI,8182
NEAMT,BOTE?TI,3890
NEAMT,BOZIENI,2489
NEAMT,BRUSTURI,3686
NEAMT,CÂNDE?TI,3192
NEAMT,CEAHLAU,2035
NEAMT,CORDUN,6842
NEAMT,COSTI?A,2747
NEAMT,CRACAOANI,3670
NEAMT,DAMUC,2780
NEAMT,DOBRENI,1712
NEAMT,DOCHIA,2051
NEAMT,DOLJE?TI,5735
NEAMT,DRAGANE?TI,1533
NEAMT,DRAGOMIRE?TI,2030
NEAMT,DULCE?TI,2096
NEAMT,DUMBRAVA RO?IE,7579
NEAMT,FARCA?A,2812
NEAMT,FAUREI,1877
NEAMT,GÂDIN?I,1873
NEAMT,GÂRCINA,4889
NEAMT,GHERAE?TI,4715
NEAMT,GHINDAOANI,1629
NEAMT,GIROV,4760
NEAMT,GRIN?IE?,1925
NEAMT,GRUMAZE?TI,5295
NEAMT,HANGU,2987
NEAMT,HORIA,5750
NEAMT,ICU?E?TI,3715
NEAMT,ION CREANGA,4989
NEAMT,MARGINENI,2940
NEAMT,MOLDOVENI,1972
NEAMT,NEGRE?TI,1660
NEAMT,ONICENI,3351
NEAMT,PÂNCE?TI,1212
NEAMT,PÂNGARA?I,4396
NEAMT,PASTRAVENI,3709
NEAMT,PETRICANI,5563
NEAMT,PIATRA ?OIMULUI,6950
NEAMT,PIPIRIG,8352
NEAMT,PODOLENI,3911
NEAMT,POIANA TEIULUI,4089
NEAMT,POIENARI,1374
NEAMT,RAUCE?TI,7588
NEAMT,RAZBOIENI,1879
NEAMT,REDIU,4594
NEAMT,ROMÂNI,3616
NEAMT,RUGINOASA,1496
NEAMT,SABAOANI,10619
NEAMT,SAGNA,3975
NEAMT,SAVINE?TI,5438
NEAMT,SECUIENI,2809
NEAMT,STANI?A,1702
NEAMT,?TEFAN CEL MARE,2502
NEAMT,TAMA?ENI,6958
NEAMT,TARCAU,2952
NEAMT,TA?CA,2268
NEAMT,TAZLAU,2381
NEAMT,?IBUCANI,3508
NEAMT,TIMI?E?TI,3802
NEAMT,TRIFE?TI,4234
NEAMT,TUPILA?I,1991
NEAMT,URECHENI,3916
NEAMT,VALEA URSULUI,3436
NEAMT,VALENI,1208
NEAMT,VÂNATORI-NEAM?,7270
,ZANE?TI,4990
,OLT,383280
OLT,MUNICIPIUL SLATINA,63487
OLT,MUNICIPIUL CARACAL,27403
OLT,ORA? BAL?,16114
OLT,ORA? CORABIA,13527
OLT,ORA? DRAGANE?TI-OLT,9721
OLT,ORA? PIATRA-OLT,6000
OLT,ORA? POTCOAVA,5229
OLT,ORA? SCORNICE?TI,10795
OLT,BABICIU,1844
OLT,BALDOVINE?TI,922
OLT,BALTENI,1579
OLT,BARA?TI,1369
OLT,BÂRZA,2303
OLT,BOBICE?TI,3063
OLT,BRÂNCOVENI,2368
OLT,BRASTAVA?U,3860
OLT,BREBENI,2476
OLT,BUCINI?U,1796
OLT,CALUI,1276
OLT,CÂRLOGANI,1944
OLT,CEZIENI,1533
OLT,CILIENI,2796
OLT,COLONE?TI,1688
OLT,CORBU,2118
OLT,COTEANA,2071
OLT,CRÂMPOIA,3345
OLT,CUNGREA,1771
OLT,CURTI?OARA,4413
OLT,DANEASA,3217
OLT,DEVESELU,2872
OLT,DOBRE?U,1105
OLT,DOBROSLOVENI,3472
OLT,DOBROTEASA,1502
OLT,DOBRUN,1330
OLT,DRAGHICENI,1713
OLT,FAGE?ELU,1064
OLT,FALCOIU,3446
OLT,FARCA?ELE,4215
OLT,GANEASA,3498
OLT,GÂRCOV,2047
OLT,GAVANE?TI,1790
OLT,GHIMPE?ENI,1294
OLT,GIUVARA?TI,1924
OLT,GOSTAVA?U,2454
OLT,GRADINARI,2448
OLT,GRADINILE,1462
OLT,GROJDIBODU,2373
OLT,GURA PADINII,1539
OLT,IANCA,3232
OLT,IANCU JIANU,3511
OLT,ICOANA,1591
OLT,IPOTE?TI,1394
OLT,IZBICENI,4120
OLT,IZVOARELE,3218
OLT,LELEASCA,1198
OLT,MARUN?EI,3627
OLT,MIHAE?TI,1311
OLT,MILCOV,1595
OLT,MORUNGLAV,2125
OLT,MOVILENI,3137
OLT,NICOLAE TITULESCU,1114
OLT,OBÂR?IA,2131
OLT,OBOGA,1582
OLT,OPORELU,1015
OLT,OPTA?I-MAGURA,1095
OLT,ORLEA,1917
OLT,OSICA DE JOS,1538
OLT,OSICA DE SUS,4147
OLT,PÂR?COVENI,2744
OLT,PERIE?I,1856
OLT,PLE?OIU,2785
OLT,POBORU,1694
OLT,PRISEACA,1291
OLT,RADOMIRE?TI,2568
OLT,REDEA,2519
OLT,ROTUNDA,2394
OLT,RUSANE?TI,3843
OLT,SÂMBURE?TI,1058
OLT,SÂRBII-MAGURA,1789
OLT,SCARI?OARA,2901
OLT,SCHITU,2493
OLT,SEACA,1554
OLT,?ERBANE?TI,2601
OLT,SLATIOARA,2912
OLT,?OPÂRLI?A,1152
OLT,SPINENI,1791
OLT,SPRÂNCENATA,2008
OLT,?TEFAN CEL MARE,1499
OLT,STOENE?TI,2172
OLT,STOICANE?TI,2140
OLT,STREJE?TI,2726
OLT,STUDINA,2403
OLT,TATULE?TI,986
OLT,TESLUI,2490
OLT,TIA MARE,3870
OLT,TOPANA,755
OLT,TRAIAN,2638
OLT,TUFENI,2495
OLT,URZICA,2022
OLT,VADASTRA,1212
OLT,VADASTRI?A,3002
OLT,VÂLCELE,2271
OLT,VALEA MARE,3546
OLT,VALENI,2294
OLT,VERGULEASA,2836
OLT,VI?INA,2534
OLT,VI?INA NOUA,1512
OLT,VITOMIRE?TI,1807
OLT,VLADILA,1882
OLT,VOINEASA,2038
OLT,VULPENI,1900
OLT,VULTURE?TI,2123
,PRAHOVA,695119
PRAHOVA,MUNICIPIUL PLOIE?TI,180540
PRAHOVA,MUNICIPIUL CÂMPINA,28993
PRAHOVA,ORA? AZUGA,3901
PRAHOVA,ORA? BAICOI,16722
PRAHOVA,ORA? BOLDE?TI-SCAENI,10298
PRAHOVA,ORA? BREAZA,14871
PRAHOVA,ORA? BU?TENI,8368
PRAHOVA,ORA? COMARNIC,11106
PRAHOVA,ORA? MIZIL,12962
PRAHOVA,ORA? PLOPENI,6709
PRAHOVA,ORA? SINAIA,9071
PRAHOVA,ORA? SLANIC,4669
PRAHOVA,ORA? URLA?I,10131
PRAHOVA,ORA? VALENII DE MUNTE,12044
PRAHOVA,ADUNA?I,1896
PRAHOVA,ALBE?TI-PALEOLOGU,5145
PRAHOVA,ALUNI?,3351
PRAHOVA,APOSTOLACHE,1930
PRAHOVA,ARICE?TII RAHTIVANI,8173
PRAHOVA,ARICE?TII ZELETIN,1038
PRAHOVA,BABA ANA,3546
PRAHOVA,BALTA DOAMNEI,2374
PRAHOVA,BAL?E?TI,3350
PRAHOVA,BANE?TI,5426
PRAHOVA,BARCANE?TI,8762
PRAHOVA,BATRÂNI,1792
PRAHOVA,BERCENI,5925
